FECHA (YYMMDD);HORA (HHMM);;
180810;0100;1,53956;
180810;0200;1,62673;
180810;0300;1,96826;
180810;0400;2,19964;
180810;0500;1,26632;
180810;0600;1,37531;
180810;0700;1,00888;
180810;0800;1,23023;
180810;0900;1,3522;
180810;1000;1,64685;
180810;1100;1,49269;
180810;1200;1,38411;
180810;1300;1,47152;
180810;1400;1,77516;
180810;1500;1,30385;
180810;1600;1,51801;
180810;1700;1,60127;
180810;1800;0,305961;
180810;1900;2,92867;
180810;2000;3,6803;
180810;2100;2,85915;
180810;2200;3,31715;
180810;2300;1,62886;
180811;0000;1,09742;
180811;0100;1,26424;
180811;0200;0,530369;
180811;0300;1,58989;
180811;0400;0,93093;
180811;0500;0,325498;
180811;0600;1,22803;
180811;0700;0,945664;
180811;0800;1,79807;
180811;0900;1,95769;
180811;1000;0,254283;
180811;1100;1,63697;
180811;1200;1,66496;
180811;1300;2,10408;
180811;1400;1,91967;
180811;1500;1,94304;
180811;1600;1,87529;
180811;1700;1,55084;
180811;1800;1,00773;
180811;1900;2,17015;
180811;2000;2,37496;
180811;2100;1,59389;
180811;2200;0,372676;
180811;2300;1,07091;
180812;0000;1,81188;
180812;0100;0,336541;
180812;0200;0,674413;
180812;0300;0,898604;
180812;0400;1,77154;
180812;0500;2,2117;
180812;0600;1,70579;
180812;0700;1,11117;
180812;0800;0,694315;
180812;0900;1,42065;
180812;1000;1,60325;
180812;1100;1,75907;
180812;1200;1,25014;
180812;1300;1,40762;
180812;1400;1,58366;
180812;1500;1,61026;
180812;1600;1,39586;
180812;1700;1,37138;
180812;1800;1,71287;
180812;1900;1,73776;
180812;2000;2,11559;
180812;2100;1,76778;
180812;2200;1,32372;
180812;2300;0,599809;
180813;0000;1,32348;
180813;0100;0,791461;
180813;0200;0,98653;
180813;0300;0,230318;
180813;0400;1,09064;
180813;0500;1,54729;
180813;0600;1,32173;
180813;0700;1,78194;
180813;0800;1,60745;
180813;0900;0,639751;
180813;1000;1,69146;
180813;1100;4,1602;
180813;1200;4,74486;
180813;1300;5,49993;
180813;1400;6,49605;
180813;1500;6,8219;
180813;1600;6,6486;
180813;1700;7,31503;
180813;1800;6,75297;
180813;1900;4,16655;
180813;2000;5,60348;
180813;2100;5,72928;
180813;2200;5,01522;
180813;2300;4,00998;
180814;0000;3,40426;
180814;0100;3,57803;
180814;0200;2,57543;
180814;0300;3,11568;
180814;0400;3,01834;
180814;0500;2,31649;
180814;0600;1,89128;
180814;0700;1,45195;
180814;0800;0,897805;
180814;0900;2,73055;
180814;1000;3,39779;
180814;1100;3,86757;
180814;1200;5,25474;
180814;1300;3,44012;
180814;1400;3,61261;
180814;1500;4,87099;
180814;1600;4,27051;
180814;1700;3,62212;
180814;1800;3,68911;
180814;1900;2,4941;
180814;2000;2,29375;
180814;2100;2,50053;
180814;2200;0,400066;
180814;2300;2,16781;
180815;0000;1,67611;
180815;0100;2,30211;
180815;0200;1,08166;
180815;0300;0,956272;
180815;0400;2,08968;
180815;0500;1,77728;
180815;0600;1,42654;
180815;0700;0,063241;
180815;0800;1,39232;
180815;0900;1,09935;
180815;1000;1,23754;
180815;1100;1,8946;
180815;1200;2,1527;
180815;1300;2,63326;
180815;1400;3,92745;
180815;1500;3,94841;
180815;1600;2,41856;
180815;1700;2,20674;
180815;1800;2,05055;
180815;1900;0,553698;
180815;2000;2,83301;
180815;2100;3,83915;
180815;2200;2,61299;
180815;2300;2,70806;
180816;0000;1,88215;
180816;0100;2,35827;
180816;0200;1,38189;
180816;0300;1,3371;
180816;0400;0,872655;
180816;0500;0,483605;
180816;0600;1,06144;
180816;0700;0,71322;
