FECHA (YYMMDD);HORA (HHMM);;
180810;0100;0,389201;
180810;0200;0,4294;
180810;0300;0,348537;
180810;0400;0,382877;
180810;0500;0,150069;
180810;0600;0,0668817;
180810;0700;0,699603;
180810;0800;0,115682;
180810;0900;0,241313;
180810;1000;0,348202;
180810;1100;0,369958;
180810;1200;1,07538;
180810;1300;1,25902;
180810;1400;1,44283;
180810;1500;1,47274;
180810;1600;0,991714;
180810;1700;0,318069;
180810;1800;1,07964;
180810;1900;1,68913;
180810;2000;1,3678;
180810;2100;0,426132;
180810;2200;1,64473;
180810;2300;0,971905;
180811;0000;0,324751;
180811;0100;0,126958;
180811;0200;0,197602;
180811;0300;0,0347509;
180811;0400;0,404534;
180811;0500;0,191542;
180811;0600;0,236148;
180811;0700;0,859985;
180811;0800;1,06141;
180811;0900;0,874804;
180811;1000;0,266043;
180811;1100;1,34418;
180811;1200;1,68257;
180811;1300;1,55036;
180811;1400;1,74832;
180811;1500;1,20959;
180811;1600;1,12114;
180811;1700;0,683631;
180811;1800;0,484689;
180811;1900;0,366393;
180811;2000;0,9314;
180811;2100;0,868602;
180811;2200;0,12527;
180811;2300;0,55595;
180812;0000;0,835367;
180812;0100;0,0997374;
180812;0200;0,272871;
180812;0300;0,75786;
180812;0400;1,40485;
180812;0500;1,39079;
180812;0600;0,949544;
180812;0700;0,736337;
180812;0800;0,43774;
180812;0900;0,399514;
180812;1000;0,51137;
180812;1100;0,471257;
180812;1200;0,209018;
180812;1300;0,350987;
180812;1400;1,23002;
180812;1500;0,997656;
180812;1600;1,01266;
180812;1700;0,944694;
180812;1800;0,596606;
180812;1900;0,71808;
180812;2000;0,738396;
180812;2100;0,737378;
180812;2200;0,0562523;
180812;2300;0,280155;
180813;0000;0,283339;
180813;0100;0,159808;
180813;0200;0,632217;
180813;0300;0,493784;
180813;0400;0,427663;
180813;0500;0,611625;
180813;0600;0,482254;
180813;0700;0,508566;
180813;0800;0,0583523;
180813;0900;0,452784;
180813;1000;1,3481;
180813;1100;1,58744;
180813;1200;1,98974;
180813;1300;2,16179;
180813;1400;2,37005;
180813;1500;2,33126;
180813;1600;2,00637;
180813;1700;1,68912;
180813;1800;0,807321;
180813;1900;0,739963;
180813;2000;0,825224;
180813;2100;0,526943;
180813;2200;0,494338;
180813;2300;0,655016;
180814;0000;0,18055;
180814;0100;0,800378;
180814;0200;0,216317;
180814;0300;0,213416;
180814;0400;0,213905;
180814;0500;0,243398;
180814;0600;0,0710208;
180814;0700;0,28319;
180814;0800;0,088606;
180814;0900;0,172061;
180814;1000;0,906382;
180814;1100;1,4756;
180814;1200;1,71572;
180814;1300;1,47059;
180814;1400;1,83983;
180814;1500;1,36699;
180814;1600;1,08102;
180814;1700;0,782439;
180814;1800;0,177154;
180814;1900;0,640086;
180814;2000;0,76822;
180814;2100;1,39562;
180814;2200;0,337682;
180814;2300;0,206752;
180815;0000;0,238989;
180815;0100;0,501304;
180815;0200;0,159472;
180815;0300;0,399644;
180815;0400;0,640011;
180815;0500;0,444605;
180815;0600;0,119676;
180815;0700;0,329853;
180815;0800;0,147303;
180815;0900;0,462259;
180815;1000;1,01627;
180815;1100;1,44281;
180815;1200;1,97445;
180815;1300;2,38587;
180815;1400;2,02766;
180815;1500;1,3178;
180815;1600;1,64926;
180815;1700;1,17086;
180815;1800;1,15544;
180815;1900;1,30192;
180815;2000;1,38424;
180815;2100;0,469241;
180815;2200;0,104648;
180815;2300;0,108219;
180816;0000;0,352487;
180816;0100;0,566961;
180816;0200;0,327417;
180816;0300;0,354664;
180816;0400;0,365057;
180816;0500;0,465451;
180816;0600;0,456009;
180816;0700;0,207556;
180816;0800;0,949993;
180816;0900;0,887106;
180816;1000;0,25121;
180816;1100;0,537017;
180816;1200;0,350141;
180816;1300;1,27808;
180816;1400;1,25293;
180816;1500;1,39681;
180816;1600;0,869049;
180816;1700;0,672709;
180816;1800;0,938841;
180816;1900;0,262007;
180816;2000;1,08691;
180816;2100;0,566804;
180816;2200;0,837765;
180816;2300;0,525769;
180817;0000;0,628489;
180817;0100;0,596952;
180817;0200;0,396776;
180817;0300;0,745014;
180817;0400;0,2746;
180817;0500;0,308865;
180817;0600;0,265693;
180817;0700;0,134939;
180817;0800;0,210615;
180817;0900;0,17353;
180817;1000;0,197966;
180817;1100;0,769252;
180817;1200;1,42285;
180817;1300;1,91103;
180817;1400;1,43981;
180817;1500;1,31815;
180817;1600;1,08801;
180817;1700;0,242066;
180817;1800;0,36838;
180817;1900;0,405922;
180817;2000;0,44325;
180817;2100;0,217715;
180817;2200;0,293005;
180817;2300;1,18212;
180818;0000;0,581126;
180818;0100;0,291605;
180818;0200;0,440244;
180818;0300;0,157234;
180818;0400;0,240652;
180818;0500;0,203957;
180818;0600;0,831541;
180818;0700;0,492413;
180818;0800;0,503361;
180818;0900;0,930445;
180818;1000;0,894093;
180818;1100;1,51667;
180818;1200;2,32373;
180818;1300;2,87044;
180818;1400;3,35948;
180818;1500;3,47576;
180818;1600;3,16043;
180818;1700;;
180818;1800;;
180818;1900;;
180818;2000;0,506576;
180818;2100;0,512401;
180818;2200;0,11826;
180818;2300;0,457493;
180819;0000;0,673311;
180819;0100;0,318296;
180819;0200;0,886451;
180819;0300;0,451443;
180819;0400;0,318509;
180819;0500;0,359135;
180819;0600;0,245127;
180819;0700;0,306015;
180819;0800;0,0830517;
180819;0900;0,645208;
180819;1000;0,749325;
180819;1100;1,30752;
180819;1200;1,99525;
180819;1300;1,7714;
180819;1400;2,23974;
180819;1500;1,26022;
180819;1600;1,49807;
180819;1700;1,01277;
180819;1800;0,721494;
180819;1900;0,969745;
180819;2000;0,572371;
180819;2100;1,02971;
180819;2200;1,21994;
180819;2300;0,221418;
180820;0000;0,512551;
180820;0100;0,729239;
180820;0200;0,262933;
180820;0300;0,192099;
180820;0400;0,392166;
180820;0500;0,69428;
180820;0600;0,383833;
180820;0700;0,299875;
180820;0800;0,112997;
180820;0900;0,578445;
180820;1000;0,882421;
180820;1100;1,94597;
180820;1200;2,05739;
180820;1300;1,94308;
180820;1400;1,96134;
180820;1500;1,35407;
180820;1600;1,56408;
180820;1700;1,53716;
180820;1800;0,420268;
180820;1900;0,291628;
180820;2000;0,362835;
180820;2100;0,169551;
180820;2200;0,195694;
180820;2300;0,355908;
180821;0000;0,243212;
180821;0100;0,457378;
180821;0200;0,26182;
180821;0300;0,23126;
180821;0400;0,370066;
180821;0500;0,554809;
180821;0600;0,469458;
180821;0700;1,16747;
180821;0800;1,03783;
180821;0900;1,07628;
180821;1000;0,729284;
180821;1100;0,919535;
180821;1200;0,343251;
180821;1300;1,14385;
180821;1400;0,808448;
180821;1500;0,718859;
180821;1600;0,85319;
180821;1700;0,474788;
180821;1800;0,459171;
180821;1900;0,23121;
180821;2000;0,248942;
180821;2100;0,38255;
180821;2200;0,208996;
180821;2300;0,153699;
180822;0000;0,271494;
180822;0100;0,374982;
180822;0200;0,275356;
180822;0300;0,388241;
180822;0400;0,788514;
180822;0500;0,468416;
180822;0600;0,4161;
180822;0700;0,528717;
180822;0800;0,718632;
180822;0900;0,495651;
180822;1000;1,21611;
180822;1100;1,01696;
180822;1200;1,15418;
180822;1300;0,547968;
180822;1400;1,54567;
180822;1500;1,4135;
180822;1600;1,64963;
180822;1700;1,38147;
180822;1800;0,973526;
180822;1900;0,3176;
180822;2000;0,911325;
180822;2100;0,357163;
180822;2200;0,753252;
180822;2300;0,437832;
180823;0000;0,189553;
180823;0100;0,271248;
180823;0200;0,418938;
180823;0300;0,544611;
180823;0400;0,667782;
180823;0500;0,137451;
180823;0600;0,355802;
180823;0700;0,651196;
180823;0800;0,357144;
180823;0900;0,465678;
180823;1000;0,755825;
180823;1100;1,65446;
180823;1200;2,04959;
180823;1300;1,96924;
180823;1400;1,91772;
180823;1500;1,73753;
180823;1600;0,623982;
180823;1700;0,716353;
180823;1800;0,334236;
180823;1900;0,612693;
180823;2000;0,681107;
180823;2100;0,315556;
180823;2200;0,739172;
180823;2300;0,277549;
180824;0000;0,221333;
180824;0100;0,389874;
180824;0200;0,528697;
180824;0300;0,187038;
180824;0400;0,518429;
180824;0500;0,207481;
180824;0600;0,161908;
180824;0700;0,312603;
180824;0800;0,230598;
180824;0900;0,420022;
180824;1000;1,05657;
180824;1100;1,07533;
180824;1200;1,59267;
180824;1300;1,63298;
180824;1400;1,98618;
180824;1500;2,25525;
180824;1600;2,21595;
180824;1700;2,50703;
180824;1800;1,43688;
180824;1900;0,661068;
180824;2000;0,29502;
180824;2100;0,770701;
180824;2200;0,265182;
180824;2300;0,173634;
180825;0000;0,646513;
180825;0100;0,453827;
180825;0200;0,338447;
180825;0300;0,883707;
180825;0400;0,437163;
180825;0500;0,295031;
180825;0600;0,164723;
180825;0700;0,262424;
180825;0800;0,305689;
180825;0900;0,242075;
180825;1000;0,543503;
180825;1100;1,76016;
180825;1200;1,96665;
180825;1300;2,08413;
180825;1400;2,64736;
180825;1500;2,08248;
180825;1600;1,86655;
180825;1700;1,76681;
180825;1800;0,788641;
180825;1900;0,527367;
180825;2000;1,20836;
180825;2100;0,812498;
180825;2200;0,318482;
180825;2300;0,171408;
180826;0000;0,150153;
180826;0100;0,611782;
180826;0200;0,208996;
180826;0300;0,246007;
180826;0400;0,462974;
180826;0500;0,191204;
180826;0600;0,146788;
180826;0700;0,251588;
180826;0800;0,203379;
180826;0900;0,557929;
180826;1000;1,89015;
180826;1100;1,69861;
180826;1200;1,60676;
180826;1300;1,4121;
180826;1400;2,32986;
180826;1500;2,06377;
180826;1600;1,70046;
180826;1700;0,92147;
180826;1800;0,231456;
180826;1900;0,742224;
180826;2000;0,59306;
180826;2100;0,494848;
180826;2200;0,780052;
180826;2300;1,03823;
180827;0000;0,564996;
180827;0100;0,276108;
180827;0200;0,724023;
180827;0300;0,630285;
180827;0400;0,719989;
180827;0500;0,619685;
180827;0600;0,446124;
180827;0700;0,755469;
180827;0800;0,901694;
180827;0900;0,494345;
180827;1000;0,218639;
180827;1100;0,661309;
180827;1200;0,795151;
180827;1300;0,961944;
180827;1400;0,744725;
180827;1500;0,355198;
180827;1600;0,410727;
180827;1700;0,338957;
180827;1800;0,199185;
180827;1900;0,461077;
180827;2000;0,519283;
180827;2100;0,755511;
180827;2200;0,571033;
180827;2300;0,304952;
180828;0000;0,435122;
180828;0100;0,395863;
180828;0200;0,433935;
180828;0300;0,185229;
180828;0400;0,345576;
180828;0500;0,447681;
180828;0600;0,821823;
180828;0700;0,524494;
180828;0800;0,240265;
180828;0900;0,343902;
